8,6,"<p>Te recomiendo que estires bien la musculatura que se mantiene en isometria, después de tocar el instrumento </p>","2015-06-23 09:38:23","2015-06-23 09:38:23"
6,7,"<p>Hola!</p><p>Lo primero que te recomiendo es hacer ejercicios de tonificación muscular. Un buen trabajo general de fuerza te permitirá mejor tu condición física sin que te límite demasiado tus problemas respiratorios. En paralelo deberías hacer ejercicios para mejorar la musculatura respiratoria (powerbreath o similar).</p><p>Una vez cogido cierta fuerza muscular deberías empezar caminando a un ritmo cómodo con intérvalos de 10 minutos. Poco a poco aumenta la duración sumando hasta 60 minutos 3-4 días por semana o 30 minutos todos los días (pudiendo sumar varios intervalos de 10 minutos a lo largo del día).</p><p>Una vez aguantes bien esto puedes empezar a subir el ritmo de forma progresiva. </p>","2015-06-20 17:37:04","2015-06-20 17:37:04"
1092,7,"<p>Hola,</p><p>Muy de acuerdo con el consejo que te ha ofrecido el compañero. Es importante como te decían que trabajes la musculatura respiratoria junto a ejercicios de fuerza y aeróbicos suaves; así que voy a dejarte unos ejercicios para que entrenes esto:</p><p>- Primero, aprende a controlar tu respiración: inhalar por nariz, exhalar por boca, intentando mantener un ritmo constante. Una vez dominado, trabajalo a la vez que caminas, intentando que no se acelere en exceso. Poco a poco notarás que se vuelve inconsciente. </p><p>- Tumbado, concéntrate de nuevo en tu respiración, pero ahora trata de llenar todos tus espacios (primero abdomen, luego tórax y costillas). Te puede ayudar poner las manos sobre el abdomen para sentir como se eleva y/o en las costillas para sentir como se expanden.</p><p>- El siguiente paso sería usar alguna herramienta. Yo uso EOLOS. Es un pequeño dispositivo que se pone en la boca y que hace resistencia al aire. Trabájalo por fases: primero solo haciendo la inspiración forzada cogiendo el aire por la boca; y después solo la expiración, soltándolo también por la boca. Si no quieres comprar esta herramienta, puedes asemejar la ejecución sellando los labios y haciendo tu mismo la resistencia al aire con la boca. </p><p>Espero haberte ayudado. ¡Un saludo!</p>","2016-01-16 22:19:33","2016-01-16 22:19:33"
10,9,"<p class=\"MsoNoSpacing\"><span style=\"color: windowtext;\">El Crossfit es un programa de entrenamiento que últimamente está muy en boga debido a sus beneficios en la mejora de la fuerza y el acondicionamiento físico de sus participantes, pero que conlleva un potencial lesivo que debemos tener en cuenta si no se practica de forma adecuada y progresiva.</span></p><p class=\"MsoNoSpacing\"><span style=\"color: windowtext;\">Mi recomendación es la de iniciar un programa de tonificación previo prescrito por un profesional, con el objetivo de volver a crear (en tu caso) unos buenos cimientos tanto de fuerza general como de técnica de ejecución. Con este paso previo podrás disfrutar del </span><span style=\"color: windowtext;\">Crossfit </span><span style=\"color: windowtext;\"> </span><span style=\"color: windowtext;\">y alcanzar tus metas de una manera segura y más provechosa.</span></p>","2015-06-23 15:21:52","2015-06-23 15:21:52"
146,9,"<p>buenas tardes lo primero como todo deberias de buscar un buen centro donde creen un progresion de trabajo ideal a tu estado de forma,no todos lo hacen debido a la moda del crossfit,realmente la base es el crosstraining algo que se usa desde hace tiempo.No te quedes solo con la primera imagen busca bien</p>","2015-07-26 16:25:56","2015-07-26 16:25:56"
162,9,"<p>Crossfit puede ser muy interesante y beneficioso, pero te recomiendo que en primer lugar te informes bien del trabajo y esfuerzo que conlleva este deporte. Se dan movimientos complejos de disciplinas como halterofilia, gimnasia, calistenia... sumando  alta intensidad, lo cual requiere una gran técnica más una muy buena condición física para soportar esos duros entrenos de forma óptima.</p><p>Evaluate ¿Crees de verás que estas preparado?</p><p>Piensa que obviamente no puedes empezar la casa por el tejado.</p><p>Busca un entrenador o box que te garantice una progresión y programa adecuado a tu condición física,  para que vayas mejorando esa técnica, la mejora de todas las cap. Físicas y la tolerancia al esfuerzo necesarias en crossfit.</p><p>Pues piensa que tu salud es lo mas importante y el caer en malas manos puede costarte muy seriamente esta.</p><p>Ánimo.</p>","2015-07-29 22:58:37","2015-07-29 22:58:37"
335,9,"<p>Es una moda como otra cualquiera que simplemente ordena de otro modo ejercicios y actividades que se llevan haciendo en otras disciplinas de toda la vida. Al final lo importante es la persona que te entrena que sepa dosificar la cantidad de esfuerzo físico a tus capacidades.</p>","2015-09-16 16:21:10","2015-09-16 16:21:10"
400,9,"<p>Hola! Los entrenamientos tipo Crossfit tienen muy buenos resultados a corto plazo, pero también puede ser un tipo de rutinas muy dañinas para tus articulaciones y músculos si la progresión no es la correcta y si la técnica de los ejercicios se realiza de forma estrictamente correcta.</p><p>Yo, desde mi experiencia puedo decir que el Crossfit no es para todos los públicos, me explico:</p><p>- No es lo mismo un joven que ha practicado deporte durante un largo periodo de tiempo que un adulto con 15 años de sedentarismo</p><p>- Las personas tenemos las mismas piezas, pero por genética, no de la misma calidad. </p><p>Ejemplo: Alineaciones de rodillas diferentes (squats = sentadillas).</p><p>- Si no se realizan entrenamientos progresivos (cargas, repeticiones, descansos), puede ser altamente contraproducente!!!</p><p>- Existen multitud de casos de personas con problemas graves en articulaciones y en conjuntos ligamentosos a causa de querer &#34;correr&#34; demasiado con entrenamientos tipo Crossfit.</p><p>Solamente sabemos que acarrea entrenar este tipo de disciplina a corto y a relativamente medio plazo, ya que hablamos de un tipo de entrenamiento muy nuevo.</p><p>Si nos encontramos con profesionales cualificados en nuestro box y que tienen nociones de como individualizar este tipo de entrenamientos, podemos tener una evolución absolutamente increíble, pero tienen que darse muchos factores.</p><p>ENTRENAMIENTO EFECTIVO, PERO SEGURO!!!</p>","2015-09-29 11:54:44","2015-09-29 11:54:44"
1034,9,"<p>Hola..</p><p>Como bien dicen mis compañeros, el CROSSFIT o similares es &#34;algo&#34; q esta de moda y su efectividad radica en los entrenamientos tipo HIIT, Tabata, etc...</p><p>Otra cosa es lo q vemos en los videos de internet q es a lo q todo el mundo quiere aspirar cuando entra a un box a apuntarse...pero la realidad es otra. Una persona q nunca ha hecho ejercicio o lo ha hecho pero no ha tenido contacto con la halterofilia o entrenamientos de alta intensidad, DIFICILMENTE conseguira una tecnica depurada q le evite al maximo las lesiones. Cansado estoy de ver en los box de Crossfit ( y visito un tres veces por semana) de ver como gente con una edad, o jovenes sin control intenta demostrar quien es mas &#34;bestia&#34;...y acabas subiendo el volumen de tus auriculares y mirando para otro lado para no &#34;dañarte&#34; la vista con las cosas q ves hacer.</p><p>Eso no quiere decir q si te dejas guiar por un profesional no alcances una buena forma fisica en poco tiempo practicando este deporte...pero enfocado a la salud y al rendimiento optimo y no a ver quien levanta mas peso sin logica alguna.</p><p>Por todo ello te aconsejo q lo hagas...pero ten cuidado.</p><p><br/></p><p>Disfrutalo!!</p>","2016-01-11 12:14:56","2016-01-11 12:14:56"
1118,9,"<p>Si llevas dos años sin hacer nada yo no te recomiendo que empieces con el crossfit, ahora está muy de moda y por eso tus amigos te lo recomiendan, pero puede resultar muy lesivo si no estás en forma y sobre todo si no dominas la técnica. Mi recomendación es que comiences con una rutina de ejercicio y vayas poco a poco y descubras por tí mismo si te merece la pena o no probarlo,</p>","2016-01-25 16:48:38","2016-01-25 16:48:38"
1138,9,"<p>Ni se te ocurra, si el Crossfit tiene una tasa de lesionados del 33% de sus practicantes activos imagínate las posibilidades de lesionarte que tendrás si eres un principiante... Empieza por trabajos sencillos y básicos como son las planchas frintales y laterales para tener un CORE bien fuerte y ejercicios multiarticulares como son las sentadillas, flexiones o peso muerto. Si quieres resultados y no tener lesiones contrata un Entrenador Personal, somos la ÚNICA medicina preventiva.</p>","2016-01-28 22:22:49","2016-01-28 22:22:49"
1197,9,"<p>La práctica de Crossfit requiere el conocimiento de la técnica de ejecución de diferentes ejercicios secuenciales propios de la Halterofilia, además de tener una base mínima de fuerza y resistencia, dado que se trabaja a intensidades altas por encima del umbral anaeróbico. </p><p>Por ello, sería muy recomendable que empezases un programa de entrenamiento de 8-10 semanas adaptado a ti para que consigas una mínima base de fuerza y resistencia que te permita posteriormente disfrutar de la práctica de Crossfit de una forma segura y divertida.</p>","2016-02-08 19:48:15","2016-02-08 19:48:15"
1643,9,"<p>No, ni de lejos</p><p><br/></p><p>Antes vuelve a alcanzar un nivel físico y de práctica deportiva que te prepare para posibles problemas que puedan surgir a la hora de desarrollar la técnica de un deporte tan específico como el crossfit. Cuando ya estés preparado, entonces sí y lo podrás disfrutar. </p>","2016-09-16 12:05:30","2016-09-16 12:05:30"
7,10,"<p>Te recomiendo que realices ejercicios de movilización y estiramientos de dicha zona para liberar la tensión acumulada, además de acondicionar trapecios y romboides para que el esfuerzo al que los estas sometiendo sea mucho más liviano y fácil de soportar.</p>","2015-06-23 09:34:47","2015-06-23 09:34:47"
9,10,"<p>Cuento con grupos de entrenamiento específico para el acondicionamiento de la espalda por si te quieres apuntar.</p>","2015-06-23 09:43:28","2015-06-23 09:43:28"
240,10,"<p>Muy buenas!</p><p>Como bien has dicho el estrés puede provocar una rigidez en la zona cervical, para combatir esta tensión t<font face=\"inherit\"><span>e recomendaría realizar ejercicios de ascenso y descenso escapular para relajar la zona del trapecio. Puedes realizarlo en una maquina de poleas, sentado en el suelo y cogiendo el agarre con el brazo estirado y </span></font>concentrándote<font face=\"inherit\"><span> en movilizar </span></font>únicamente<font face=\"inherit\"><span> la escapula de arriba a abajo sin flexionar el brazo estirado. O sin necesidad de ir al gimnasio, ya que no es necesaria una gran carga para realizar el ejercicio, utilizando unas gomas elásticas, </span></font>atándolas<font face=\"inherit\"><span> en </span></font>algún<font face=\"inherit\"><span> lugar donde queden sujetas desde una punta y desde la otra realizar el movimiento de la escapula. </span></font></p><p><font face=\"inherit\"><span> </span></font></p><p><font face=\"inherit\"><span>Para dolores de espalda en la zona lumbar te recomendaría ejercicios de movilización lumbo-pélvica, como por ejemplo, en una posición de cuadrupedia, el ejercicio del &#34;caballo y el gato&#34; (tal y como verás en la siguiente imagen), donde se realiza una anteversión pronunciada de la cadera, y subiendo la cabeza (Caballo), y seguidamente escondiendo la cabeza entre los hombros y realizando una retroversión de la cadera (Gato).  Lo ideal es realizar las repeticiones a un ritmo lento y sincronizado con la respiración. <img src=\"http://2.bp.blogspot.com/-xB-zR86FJL4/VHokxkA81iI/AAAAAAABYes/f9Ttgl25fWY/s1600/2.%2Bgato.png\"/></span></font></p><p><font face=\"inherit\"><span>Otro ejemplo de ejercicio de movilización lumbo-pelvica podemos encontrar el &#34;Shoulder Bridge o Puente&#34;, en el que </span></font>prácticamente<font face=\"inherit\"><span> realizamos la elevación y descenso de la cadera pero esta vez en posición supino. Con este ejercicio realizamos un trabajo de glúteo, psoas, transverso y paravertebrales. Al coger aire, debemos separar el lumbar del suelo movilizando la cadera, y al soltar el aire se ha de comenzar a presionar el lumbar contra el suelo y a elevar la cadera activando gluteos, seguidamente la zona lumbar y la zona dorsal. Una vez realizando el &#34;puente&#34; soltaremos el aire y volveremos a hacer el descenso en el orden contrario: Zona dorsal -&gt; Zona lumbar -&gt; Cadera. </span></font></p><p><font face=\"inherit\"><span>                                                                                                   <img src=\"http://www.bodyrock.tv/wp-content/uploads/2014/03/glute-bridge.jpg\"/><br/></span></font></p><p><font face=\"inherit\"><span><br/></span></font></p><p><font face=\"inherit\"><span>Espero haber ayudado con la propuesta de estos 3 sencillos ejercicios y que el dolor desaparezca o sea más llevadero. </span></font></p><p><font face=\"inherit\"><span>¡Un saludo!</span></font></p>","2015-08-23 15:51:15","2015-08-23 15:51:15"
23,11,"<p>Buenas, el estancamiento es debido a un entrenamiento poco variado al que tu cuerpo ya se ha adaptado, por lo que tendrás que crear nuevos estímulos para que tu cuerpo vuelva a generar nuevas adaptaciones de hipertrofia. Dependerá de cómo hayas estado entrenando y qué tipo de ejercicios había en tus tablas, mi consejo es que si tienes poco tiempo y entrenas dos días por semana hagas una tabla dividida por hemisferios, es decir, el primer día haces espalda, pecho, hombro y abdomen y el segundo día pierna.<br/>Incide en ejercicios globales o poliarticulares, que son aquellos que más musculatura implican y tienen un mayor gasto energético (recurso que te vendrá genial para promover la quema de calorías y definir más), y organiza tu tabla de manera que en el tiempo de &#34;descanso&#34; estés realizando otros ejercicios de menor gasto energético (abdominales, aperturas de pecho, hombro, etc.).<br/>A parte añadiría al final de tus tablas un trabajo de HIIT <span style=\"color: rgb(85, 85, 85);float: none;background-color: rgb(255, 255, 255);\">en cinta, bicicleta, remo o elíptica <span style=\"color: rgb(85, 85, 85);float: none;background-color: rgb(255, 255, 255);\">en el que trabajes a máxima intensidad. <span style=\"color: rgb(85, 85, 85);float: none;background-color: rgb(255, 255, 255);\">Dependiendo de tu condición física podrías realizar intervalos</span> de 30 segundos de trabajo seguidos de descansos activos (a intensidad mucho más suave) de 1 minuto, así durante 6-10 repeticiones.</span></span> <br/>No descuides la alimentación, pues un entrenamiento que propicie la ganancia de masa muscular y la pérdida de grasa corporal requiere un agudo afinamiento en la ingesta de nutrientes, tanto en las cantidades como el momento de tomarlas.<br/>He respondido de la manera más breve posible, hay muchas maneras de proceder con tu planteamiento, y ésta es sólo mi opinión, aun así espero haberte ayudado!<br/>Un saludo.</p>","2015-06-25 11:00:34","2015-06-25 11:00:34"
33,11,"<p>Completamente de acuerdo con mi compañero Pau, uno de los principales motivos del estancamiento es la mala planificación del entrenamiento. Tienes que ser capaz de provocar estímulos nuevos a tu cuerpo siempre, por lo que cada 6-8 semanas te recomiendo que varíes tu rutina de entrenamiento, cambia el número de series y repeticiones, descansos, ejercicios, orden de ejercicios, etc, con cualquiera de estos cambios puedes crear una rutina totalmente distinta y que siga estimulando tu cuerpo para alcanzar tus objetivos.  Al igual que te ha aconsejado Pau, si tienes pocos días para entrenar, lo ideal es que uses ejercicios que sean poliarticulares, en los que trabajes varios grupos musculares, y si es posible con peso libre, ya que esto intensificará más tu entrenamiento que si utilizas máquinas guiadas o poleas. Si sólo dispones de dos días de entrenamiento y no son consecutivos, te aconsejo que sigas una rutina fullbody o de cuerpo entero, ya que así trabajaras todos los músculos dos veces por semanas y con la intensidad adecuada, si resulta que solo dispones de dos días y son consecutivos utiliza una rutina de torso-pierna, conseguirás trabajar todos los músculos con mayor volumen de trabajo pero con menos frecuencia. Espero haberte sido de ayuda. ¡Un saludo!</p>","2015-06-26 14:02:23","2015-06-26 14:02:23"
1089,12,"<p>¡Muy buenas! Existe mucha controversia en el tema de entrenar en ayunas para &#34;quemar más grasa&#34;, de hecho, hay muchas personas a favor, así como muchos detractores; y es que a pesar de los diferentes estudios realizados al respecto, parece aún no haber evidencias científicas suficientes para justificar esta forma de entrenar, siendo necesarios estudios longitudinales más prolongados.</p><p>Ante todo habría que atender a tu caso particular y a importantes factores: cuánto tiempo llevas entrenando, a qué nivel entrenas, qué tipo de entrenamientos realizas o si tienes algún tipo de patología o trastorno metabólico como diabetes o hiper/hipotiroidismo (por supuesto en estos casos estaría contraindicado). Puesto que no dispongo de esa información, si tu objetivo no es el rendimiento deportivo de competición, sino que tan solo quieres cuidar tu salud y reducir tu porcentaje de grasa, te recomiendo que realices sesiones específicas de cardio y sesiones específicas de fuerza (en estas puedes empezar y/o acabar con trabajo cardiovascular), pero no en ayunas. </p><p>Lo determinante a la hora de alcanzar tu objetivo será un adecuado entrenamiento y por supuesto, cuidar tu alimentación y que ésta sea equilibrada. Además, el hecho de tener energía te permitirá llevar a cabo mejores entrenamientos.</p><p>Si necesitas más ayuda para programar tus entrenamientos, no dudes en ponerte en contacto conmigo. </p><p>Un saludo.</p>","2016-01-16 19:22:23","2016-01-16 19:22:23"
19,13,"<p>¡Hola! La respuesta es sencilla, para el aumento de la masa muscular deberás hacer un entrenamiento de fuerza orientado a ese objetivo, Si nunca has realizado ningún tipo de ejercicio o eres sedentario, practicando deportes o actividades donde trabajes la fuerza, esto vendrá acompañado de un aumento de la masa muscular, pero llegado el momento necesitarás trabajar con cargas para conseguir los estímulos necesarios que provoquen las adaptaciones de hipertrofia en el músculo, por lo que el entrenamiento tradicional con &#34;pesas&#34; es la vía mas fácil y sencilla, aunque dentro de este hay una amplia gama de entrenamientos y posibilidades (entrenamiento funcional, crossfit, entrenamiento en suspensión o con trx, etc.). En cuanto a la dieta, simplemente deberás hacer una dieta variada en cuanto a la distribución de los macronutrientes donde debes aumentar la ingesta de proteína, llegando a consumir aproximadamente entre 1.7 y 2 gramos de proteina por kg de peso, y lo más importante, consiguiendo con esto un superávit calórico suficiente para que el cuerpo pueda crear músculo y sin que sea demasiado como para que el cuerpo almacene las calorías restantes en forma de grasa, y esta es la parte complicada de la dieta, es decir, que consumas más calorías de las que gastas para poder crear músculo sin acumular grasa. Espero haberte ayudado.¡Un saludo!</p>","2015-06-24 18:04:51","2015-06-24 18:04:51"
18,14,"<p>¡Hola! A parte de la cantidad de deportes con componente aeróbico que existen, actividades dirigidas o actividades al aire libre, una forma fácil, sencilla, cómoda y que puedes realizar en tu propia casa es el método Hiit. Consiste en realizar ejercicios sencillos pero de alta intensidad en intervalos de trabajo que pueden durar desde los 30 segundos hasta los 1-2 minutos incluso, con recuperaciones iguales o del doble de duración, esto ya dependerá de tu condición física. Estos ejercicios intensos pueden ser tales como burpees, squat+salto, tijeras de piernas, carrera en el sitio,etc... Incluso puedes combinarlos con ejercicios de menos intensidad para hacer las recuperaciones activas y seguir quemando calorías. De esta forma y en menos tiempo que el método tradicional extensivo conseguirás el mismo o mayor gasto calórico más el efecto quemagrasas post-ejercicio característico de este tipo de entrenamiento, es decir, que una vez terminado el ejercicio tu cuerpo seguirá quemando grasas gracias al trabajo de alta intensidad. Espero haberte ayudado. ¡Un saludo!</p>","2015-06-24 17:48:08","2015-06-24 17:48:08"
600,14,"<p>Buenas, si buscas algo nuevo y te atreves con todo, te animo a que practiques algunas de las disciplinas de boxeo sin contacto ya sea cardiobox o fitboxing. Trabajan de forma interválica con tiempo de recuperación, pones en juego la coordinación dinámica  de todo tu cuero, eso hará a tu celebro pensar y reajustar tu esquema corporal continuamente, garantizándole el entretenimiento.  ¡Saludo!</p>","2015-10-15 10:15:50","2015-10-15 10:15:50"
121,15,"<p>Hola! Espero que tu madre se encuentre mejor! Me alegra leerte, muchas personas tras un infarto intentan anular el esfuerzo y ejercicio físico de sus vida y eso es lo más preocupante ya que la calidad de vida de tu madre empeoraria a gran velocidad. Te comentó si esta en fase I tu madre hara ejercicio en el hospital, si ya ha salido estará en fase II con lo cual deberias buscar a un profesional del deporte (licenciado y especialista) que junto a un médico comenzarán a trabajar (siempre con médico) una ves superada la fase II llega la fase III y continuará el trabajo con un entrenador personal que medirá la tension pre durante y pos ejercicio como método de control y mandará ejercicios de fuerza oportunos para mejorar su calidad vida ( jamás isometricos y por encima del corazon durante mucho tiempo) y ejercicio aeróbico, pero esto debe ser controlado! Yp he trabajado con cardiopatas y hacer ejercicio les cambia la vida!!  </p><p>Un Consejo comprale un pulsometro le vendra bien para controlar sus pulsaciones!!</p><p> Un saludo espero haberte ayudado!</p><p><br/></p>","2015-07-19 21:28:26","2015-07-19 21:28:26"
295,15,"<p>Hola.</p><p>Espero que tu madre esté mejor.</p><p>Es una situación muy delicada. Lo mejor que puedes hacer es ponerte en manos de un buen equipo que aglutine el mayor número posible de profesionales en medicina, cardiología, actividad física, nutrición y psicología. En líneas generales te puedo decir que los mejores trabajos son los que estén encaminados a elevar la resistencia (empezando con actividades sencillas como paseos) y poco  a poco recuperar la funcionalidad y al autonomía, por la edad de tu madre es posible que haya que recuperar también unos buenos niveles de fuerza.</p><p>Sin embargo hay un gran número de cosas que tener en cuenta por lo que me reitero, lo mejor es que te pongas en contacto con algún centro con experiencia en este tipo de rehabilitaciones, ellos sabrán que ejercicio realizar y como administrarlo.</p>","2015-09-06 18:51:18","2015-09-06 18:51:18"
11,16,"<p>Prueba con esta variación. Cuando estas tumbado sobre una colchoneta, date cuenta que si pones la mano por la lumbar, podrás ver que esta elevada y deja espacio suficiente para que la mano pase por debajo. Entonces intenta cerrar ese espacio, haciendo una retroversión pélvica  y notando que toda tu espalda esta tocando la colchoneta. Cuando realices el ejercicio, no levantes la lumbar, esa zona dejala tocando la colchoneta. </p><p>Espero haberte podido ayudar, ahora a ponerlo en practica y a entrenar.</p>","2015-06-23 17:59:57","2015-06-23 17:59:57"
